Vintage,Project,Account,Standard,Project Type,Verifier,Units,Measurement,Type,Additional Certification,Details
2083 - 2093,Faughan Valley Mosaic,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,74,WCU RESERVE,PIU RESERVE,,View
2093 - 2103,Faughan Valley Mosaic,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,255,WCU,PIU,,View
2093 - 2103,Faughan Valley Mosaic,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,64,WCU RESERVE,PIU RESERVE,,View
2043 - 2053,Faughan Valley Mosaic,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,1707,WCU,PIU,,View
2043 - 2053,Faughan Valley Mosaic,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,427,WCU RESERVE,PIU RESERVE,,View
2073 - 2083,Faughan Valley Mosaic,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,357,WCU,PIU,,View
2073 - 2083,Faughan Valley Mosaic,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,89,WCU RESERVE,PIU RESERVE,,View
2113 - 2118,Faughan Valley Mosaic,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,96,WCU,PIU,,View
2113 - 2118,Faughan Valley Mosaic,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,24,WCU RESERVE,PIU RESERVE,,View
2103 - 2113,Faughan Valley Mosaic,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,260,WCU,PIU,,View
2103 - 2113,Faughan Valley Mosaic,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,64,WCU RESERVE,PIU RESERVE,,View
2033 - 2043,Faughan Valley Mosaic,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,1412,WCU,PIU,,View
2033 - 2043,Faughan Valley Mosaic,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,353,WCU RESERVE,PIU RESERVE,,View
2063 - 2073,Faughan Valley Mosaic,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,542,WCU,PIU,,View
2063 - 2073,Faughan Valley Mosaic,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,136,WCU RESERVE,PIU RESERVE,,View
2023 - 2033,Faughan Valley Mosaic,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,134,WCU,PIU,,View
2023 - 2033,Faughan Valley Mosaic,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,33,WCU RESERVE,PIU RESERVE,,View
2053 - 2063,Faughan Valley Mosaic,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,1073,WCU,PIU,,View
2053 - 2063,Faughan Valley Mosaic,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,268,WCU RESERVE,PIU RESERVE,,View
2083 - 2093,Hedley Hall East,Woodland Trust,UK Woodland Carbon Code,Continuous cover system,Soil Association Certification Ltd,200,WCU,PIU,,View
2083 - 2093,Hedley Hall East,Woodland Trust,UK Woodland Carbon Code,Continuous cover system,Soil Association Certification Ltd,50,WCU RESERVE,PIU RESERVE,,View
2093 - 2103,Hedley Hall East,Woodland Trust,UK Woodland Carbon Code,Continuous cover system,Soil Association Certification Ltd,163,WCU,PIU,,View
2093 - 2103,Hedley Hall East,Woodland Trust,UK Woodland Carbon Code,Continuous cover system,Soil Association Certification Ltd,41,WCU RESERVE,PIU RESERVE,,View
2043 - 2053,Hedley Hall East,Woodland Trust,UK Woodland Carbon Code,Continuous cover system,Soil Association Certification Ltd,1143,WCU,PIU,,View
2043 - 2053,Hedley Hall East,Woodland Trust,UK Woodland Carbon Code,Continuous cover system,Soil Association Certification Ltd,285,WCU RESERVE,PIU RESERVE,,View
2073 - 2083,Hedley Hall East,Woodland Trust,UK Woodland Carbon Code,Continuous cover system,Soil Association Certification Ltd,284,WCU,PIU,,View
2073 - 2083,Hedley Hall East,Woodland Trust,UK Woodland Carbon Code,Continuous cover system,Soil Association Certification Ltd,71,WCU RESERVE,PIU RESERVE,,View
2113 - 2118,Hedley Hall East,Woodland Trust,UK Woodland Carbon Code,Continuous cover system,Soil Association Certification Ltd,14,WCU,PIU,,View
2113 - 2118,Hedley Hall East,Woodland Trust,UK Woodland Carbon Code,Continuous cover system,Soil Association Certification Ltd,39,WCU RESERVE,PIU RESERVE,,View
2103 - 2113,Hedley Hall East,Woodland Trust,UK Woodland Carbon Code,Continuous cover system,Soil Association Certification Ltd,184,WCU,PIU,,View
2103 - 2113,Hedley Hall East,Woodland Trust,UK Woodland Carbon Code,Continuous cover system,Soil Association Certification Ltd,46,WCU RESERVE,PIU RESERVE,,View
2033 - 2043,Hedley Hall East,Woodland Trust,UK Woodland Carbon Code,Continuous cover system,Soil Association Certification Ltd,1454,WCU,PIU,,View
2033 - 2043,Hedley Hall East,Woodland Trust,UK Woodland Carbon Code,Continuous cover system,Soil Association Certification Ltd,364,WCU RESERVE,PIU RESERVE,,View
2018 - 2023,Hedley Hall East,Woodland Trust,UK Woodland Carbon Code,Continuous cover system,Soil Association Certification Ltd,26,WCU,PIU,,View
2018 - 2023,Hedley Hall East,Woodland Trust,UK Woodland Carbon Code,Continuous cover system,Soil Association Certification Ltd,7,WCU RESERVE,PIU RESERVE,,View
2063 - 2073,Hedley Hall East,Woodland Trust,UK Woodland Carbon Code,Continuous cover system,Soil Association Certification Ltd,503,WCU,PIU,,View
2063 - 2073,Hedley Hall East,Woodland Trust,UK Woodland Carbon Code,Continuous cover system,Soil Association Certification Ltd,126,WCU RESERVE,PIU RESERVE,,View
2023 - 2033,Hedley Hall East,Woodland Trust,UK Woodland Carbon Code,Continuous cover system,Soil Association Certification Ltd,558,WCU,PIU,,View
2023 - 2033,Hedley Hall East,Woodland Trust,UK Woodland Carbon Code,Continuous cover system,Soil Association Certification Ltd,139,WCU RESERVE,PIU RESERVE,,View
2053 - 2063,Hedley Hall East,Woodland Trust,UK Woodland Carbon Code,Continuous cover system,Soil Association Certification Ltd,717,WCU,PIU,,View
2053 - 2063,Hedley Hall East,Woodland Trust,UK Woodland Carbon Code,Continuous cover system,Soil Association Certification Ltd,179,WCU RESERVE,PIU RESERVE,,View
2083 - 2093,Great Thorndean PPP,Woodland Trust,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,15,WCU,PIU,,View
2083 - 2093,Great Thorndean PPP,Woodland Trust,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,4,WCU RESERVE,PIU RESERVE,,View
2043 - 2053,Great Thorndean PPP,Woodland Trust,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,655,WCU,PIU,,View
2043 - 2053,Great Thorndean PPP,Woodland Trust,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,164,WCU RESERVE,PIU RESERVE,,View
2073 - 2083,Great Thorndean PPP,Woodland Trust,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,102,WCU,PIU,,View
2073 - 2083,Great Thorndean PPP,Woodland Trust,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,26,WCU RESERVE,PIU RESERVE,,View
2033 - 2043,Great Thorndean PPP,Woodland Trust,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,1023,WCU,PIU,,View
2033 - 2043,Great Thorndean PPP,Woodland Trust,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,256,WCU RESERVE,PIU RESERVE,,View
2063 - 2073,Great Thorndean PPP,Woodland Trust,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,292,WCU,PIU,,View
2063 - 2073,Great Thorndean PPP,Woodland Trust,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,73,WCU RESERVE,PIU RESERVE,,View
2023 - 2033,Great Thorndean PPP,Woodland Trust,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,613,WCU,PIU,,View
2023 - 2033,Great Thorndean PPP,Woodland Trust,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,153,WCU RESERVE,PIU RESERVE,,View
2053 - 2063,Great Thorndean PPP,Woodland Trust,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,482,WCU,PIU,,View
2053 - 2063,Great Thorndean PPP,Woodland Trust,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,120,WCU RESERVE,PIU RESERVE,,View
2034 - 2044,Smithills Phase 2,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,3497,WCU,PIU,,View
2034 - 2044,Smithills Phase 2,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,874,WCU RESERVE,PIU RESERVE,,View
2104 - 2114,Smithills Phase 2,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,436,WCU,PIU,,View
2104 - 2114,Smithills Phase 2,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,110,WCU RESERVE,PIU RESERVE,,View
2019 - 2024,Smithills Phase 2,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,2,WCU,PIU,,View
2064 - 2074,Smithills Phase 2,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,872,WCU,PIU,,View
2064 - 2074,Smithills Phase 2,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,218,WCU RESERVE,PIU RESERVE,,View
2024 - 2034,Smithills Phase 2,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,865,WCU,PIU,,View
2024 - 2034,Smithills Phase 2,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,217,WCU RESERVE,PIU RESERVE,,View
2054 - 2064,Smithills Phase 2,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,1757,WCU,PIU,,View
2054 - 2064,Smithills Phase 2,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,439,WCU RESERVE,PIU RESERVE,,View
2084 - 2094,Smithills Phase 2,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,548,WCU,PIU,,View
2084 - 2094,Smithills Phase 2,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,137,WCU RESERVE,PIU RESERVE,,View
2094 - 2104,Smithills Phase 2,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,484,WCU,PIU,,View
2094 - 2104,Smithills Phase 2,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,120,WCU RESERVE,PIU RESERVE,,View
2114 - 2119,Smithills Phase 2,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,180,WCU,PIU,,View
2114 - 2119,Smithills Phase 2,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,44,WCU RESERVE,PIU RESERVE,,View
2044 - 2054,Smithills Phase 2,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,2901,WCU,PIU,,View
2044 - 2054,Smithills Phase 2,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,725,WCU RESERVE,PIU RESERVE,,View
2074 - 2084,Smithills Phase 2,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,648,WCU,PIU,,View
2074 - 2084,Smithills Phase 2,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,163,WCU RESERVE,PIU RESERVE,,View
2054 - 2064,Ledbeg,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,7970,WCU,PIU,,View
2054 - 2064,Ledbeg,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,1992,WCU RESERVE,PIU RESERVE,,View
2094 - 2104,Ledbeg,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,1286,WCU,PIU,,View
2094 - 2104,Ledbeg,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,321,WCU RESERVE,PIU RESERVE,,View
2084 - 2094,Ledbeg,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,1329,WCU,PIU,,View
2084 - 2094,Ledbeg,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,333,WCU RESERVE,PIU RESERVE,,View
2044 - 2054,Ledbeg,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,12793,WCU,PIU,,View
2044 - 2054,Ledbeg,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,3198,WCU RESERVE,PIU RESERVE,,View
2074 - 2084,Ledbeg,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,2563,WCU,PIU,,View
2074 - 2084,Ledbeg,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,640,WCU RESERVE,PIU RESERVE,,View
2034 - 2044,Ledbeg,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,14598,WCU,PIU,,View
2034 - 2044,Ledbeg,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,3650,WCU RESERVE,PIU RESERVE,,View
2104 - 2114,Ledbeg,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,2305,WCU,PIU,,View
2104 - 2114,Ledbeg,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,577,WCU RESERVE,PIU RESERVE,,View
2064 - 2074,Ledbeg,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,6102,WCU,PIU,,View
2064 - 2074,Ledbeg,Woodland Trust,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,1526,WCU RESERVE,PIU RESERVE,,View
2084 - 2094,Hedley Hall West,Woodland Trust,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,79,WCU,PIU,,View
2084 - 2094,Hedley Hall West,Woodland Trust,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,20,WCU RESERVE,PIU RESERVE,,View
2094 - 2104,Hedley Hall West,Woodland Trust,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,40,WCU,PIU,,View
2094 - 2104,Hedley Hall West,Woodland Trust,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,10,WCU RESERVE,PIU RESERVE,,View
2114 - 2119,Hedley Hall West,Woodland Trust,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,11,WCU,PIU,,View
2114 - 2119,Hedley Hall West,Woodland Trust,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,2,WCU RESERVE,PIU RESERVE,,View
2044 - 2054,Hedley Hall West,Woodland Trust,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,682,WCU,PIU,,View
2044 - 2054,Hedley Hall West,Woodland Trust,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,171,WCU RESERVE,PIU RESERVE,,View
2074 - 2084,Hedley Hall West,Woodland Trust,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,149,WCU,PIU,,View
2074 - 2084,Hedley Hall West,Woodland Trust,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,37,WCU RESERVE,PIU RESERVE,,View
2034 - 2044,Hedley Hall West,Woodland Trust,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,1338,WCU,PIU,,View
2034 - 2044,Hedley Hall West,Woodland Trust,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,334,WCU RESERVE,PIU RESERVE,,View
2104 - 2114,Hedley Hall West,Woodland Trust,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,23,WCU,PIU,,View
2104 - 2114,Hedley Hall West,Woodland Trust,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,6,WCU RESERVE,PIU RESERVE,,View
2064 - 2074,Hedley Hall West,Woodland Trust,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,290,WCU,PIU,,View
2064 - 2074,Hedley Hall West,Woodland Trust,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,73,WCU RESERVE,PIU RESERVE,,View
2024 - 2034,Hedley Hall West,Woodland Trust,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,295,WCU,PIU,,View
2024 - 2034,Hedley Hall West,Woodland Trust,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,74,WCU RESERVE,PIU RESERVE,,View
2054 - 2064,Hedley Hall West,Woodland Trust,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,511,WCU,PIU,,View
2054 - 2064,Hedley Hall West,Woodland Trust,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,127,WCU RESERVE,PIU RESERVE,,View
2082 - 2092,Coed y Foel,Woodland Trust,UK Woodland Carbon Code,Thin only,Acoura,18,WCU RESERVE,PIU RESERVE,,View
2082 - 2092,Coed y Foel,Woodland Trust,UK Woodland Carbon Code,Thin only,Acoura,76,WCU,PIU,,View
2017 - 2022,Coed y Foel,Woodland Trust,UK Woodland Carbon Code,Thin only,Acoura,4,WCU RESERVE,RESERVE,,View
2017 - 2022,Coed y Foel,Woodland Trust,UK Woodland Carbon Code,Thin only,Acoura,19,WCU,UNIT,,View
2072 - 2082,Coed y Foel,Woodland Trust,UK Woodland Carbon Code,Thin only,Acoura,47,WCU RESERVE,PIU RESERVE,,View
2072 - 2082,Coed y Foel,Woodland Trust,UK Woodland Carbon Code,Thin only,Acoura,198,WCU,PIU,,View
2042 - 2052,Coed y Foel,Woodland Trust,UK Woodland Carbon Code,Thin only,Acoura,176,WCU RESERVE,PIU RESERVE,,View
2042 - 2052,Coed y Foel,Woodland Trust,UK Woodland Carbon Code,Thin only,Acoura,750,WCU,PIU,,View
2052 - 2062,Coed y Foel,Woodland Trust,UK Woodland Carbon Code,Thin only,Acoura,152,WCU RESERVE,PIU RESERVE,,View
2052 - 2062,Coed y Foel,Woodland Trust,UK Woodland Carbon Code,Thin only,Acoura,650,WCU,PIU,,View
2022 - 2032,Coed y Foel,Woodland Trust,UK Woodland Carbon Code,Thin only,Acoura,121,WCU RESERVE,PIU RESERVE,,View
2022 - 2032,Coed y Foel,Woodland Trust,UK Woodland Carbon Code,Thin only,Acoura,515,WCU,PIU,,View
2032 - 2042,Coed y Foel,Woodland Trust,UK Woodland Carbon Code,Thin only,Acoura,455,WCU RESERVE,PIU RESERVE,,View
2032 - 2042,Coed y Foel,Woodland Trust,UK Woodland Carbon Code,Thin only,Acoura,1937,WCU,PIU,,View
2062 - 2072,Coed y Foel,Woodland Trust,UK Woodland Carbon Code,Thin only,Acoura,88,WCU RESERVE,PIU RESERVE,,View
2062 - 2072,Coed y Foel,Woodland Trust,UK Woodland Carbon Code,Thin only,Acoura,377,WCU,PIU,,View
2082 - 2092,Ffos Las,Woodland Trust,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,151,WCU RESERVE,PIU RESERVE,,View
2082 - 2092,Ffos Las,Woodland Trust,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,640,WCU,PIU,,View
2102 - 2112,Ffos Las,Woodland Trust,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,157,WCU RESERVE,PIU RESERVE,,View
2102 - 2112,Ffos Las,Woodland Trust,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,669,WCU,PIU,,View
